time_v,var1,var2,var3,var4
0.02,696.203132483173,692.708436447118,691.417159811766,759.517268893909
0.020001385559597,470.390040297969,467.854073900418,466.526614521076,570.755261708346
0.020002771119195,323.680298180952,321.877215698511,321.049562494889,443.046699219895
0.020004156678792,227.230132451353,226.490069997865,226.163095608096,357.092040300578
0.02000554223839,163.037110378619,163.429556866694,163.656820359489,299.742148499664
0.020006927797987,119.41332087768,121.071878304618,121.805227441454,261.883805777306
0.020008313357584,88.9454123239253,91.8773922761999,93.174010612085,237.35323315834
0.020009698917182,66.8904799170315,71.0695033179976,72.9441930300915,221.875928382558
0.020011084476779,50.1461452178616,55.6220830203456,58.0404335760179,212.468262365018
0.020012470036376,36.8045471598796,43.5596199420847,46.5388500598452,207.155704580901
0.020013855595974,25.6307684346034,33.6329442359069,37.1846433413517,204.551853693299
0.020015241155571,15.8284072243634,25.060008327555,29.156797332609,203.705174595291
0.020016626715168,6.88617781824037,17.3442166849039,21.9792137634255,203.940077000741
0.020018012274766,-1.4864675981468,10.1724210001673,15.3395804286551,204.825421605548
0.020019397834363,-9.47942555717146,3.34591811874238,9.03969696676399,206.063452290807
0.020020783393961,-17.2121518917108,-3.25405863463654,2.94804614538918,207.44121569644
0.020022168953558,-24.7600379444399,-9.69755437353611,-3.00717651732148,208.810669960229
0.020023554513155,-32.1617324956882,-16.0248282210455,-8.85937450829283,210.069602885076
0.020024940072753,-39.4332688785896,-22.2523915667112,-14.6271462818165,211.135912791061
0.02002632563235,-39.4332688785896,-22.2523915667112,-14.6271462818165,211.135912791061
0.020027711191947,-913.679079560105,-893.88186659693,-885.129889549555,-687.80867569828
0.020029096751545,-599.445589377613,-579.214645419423,-570.247131795888,-396.564283326357
0.020030482311142,-399.326540605497,-378.625051816484,-369.429089418647,-195.977124064165
0.02003186787074,-272.22979300916,-250.90799436511,-241.417475610128,-57.5349956428541
0.020033253430337,-191.866246778295,-169.880387966614,-160.095734111984,38.1947776944822
0.020034638989934,-141.361038586608,-118.669091155276,-108.571612264119,104.426072814133
0.020036024549532,-109.889649854081,-86.5268333863536,-76.1389563054195,150.378196735495
0.020037410109129,-90.5613356593357,-66.552800936462,-55.8747872295221,182.275847701822
0.020038795668726,-78.9194071454986,-54.287653916339,-43.3369615186438,204.41805382203
0.020040181228324,-72.1127172732566,-46.9250719711217,-35.7282268661112,219.817831622258
0.020041566787921,-68.3589610000188,-42.6590473882325,-31.2353990686705,230.462814500525
0.020042952347518,-66.4905834201981,-40.309563084532,-28.6661740917673,237.752172266511
0.020044337907116,-65.7370844800753,-39.1351105493479,-27.3132970451043,242.62944373309
0.020045723466713,-65.6457172640744,-38.687316249499,-26.7035719698268,245.779106072536
0.020047109026311,-65.9249508232796,-38.6602153207722,-26.539858608165,247.636563779137
0.020048494585908,-66.3771351131907,-38.8530737289974,-26.6157696464195,248.497250434333
0.020049880145505,-66.8733602524525,-39.1415592721038,-26.8132436585274,248.57496423056
0.020051265705103,-67.3355474463284,-39.4575236275895,-27.0657449013996,248.009028329417
0.0200526512647,-67.7209431891723,-39.757288709847,-27.3271041119022,246.930254808028
0.020054036824297,-67.7209431891723,-39.757288709847,-27.3271041119022,246.930254808028
0.020055422383895,-373.125006018801,-343.69485979135,-330.379323883097,-68.9689652259677
0.020056807943492,-260.184651009795,-231.233265914591,-218.467921225155,30.6700036860806
0.02005819350309,-187.442135135803,-158.907808008213,-146.274274775743,98.3071690941063
0.020059579062687,-140.268679069661,-112.098357736478,-99.5998593926327,143.985327236341
0.020060964622284,-109.443601014213,-81.6104105644651,-69.2341260064237,174.457875212874
0.020062350181882,-89.0384104910008,-61.5454273321901,-49.3121124908684,194.405889442517
0.020063735741479,-75.2265739622715,-48.0948137496396,-36.0428798878855,207.0310961804
0.020065121301076,-65.6253309416523,-38.8853330157678,-27.0008731207847,214.529145728438
0.020066506860674,-58.6804814525108,-32.3679181230115,-20.657540841591,218.431990068131
0.020067892420271,-53.3635979456597,-27.525555243943,-16.0379616334958,219.786395539496
0.020069277979869,-49.0606347216189,-23.7376679155029,-12.4944857777998,219.298436144528
0.020070663539466,-45.3860587921851,-20.6229165378569,-9.62407386109712,217.453131987588
0.020072049099063,-42.077166628154,-17.9192142241354,-7.17995288617393,214.596625254085
0.020073434658661,-38.9657174875897,-15.4581814144505,-5.00311306007576,210.971660773458
0.020074820218258,-35.9501532818825,-13.1363069048711,-2.99438321645719,206.740911048499
0.020076205777855,-32.977574009375,-10.8987580168428,-1.08964532735277,202.014216415544
0.020077591337453,-30.0160462049305,-8.71258641522752,0.750750225259746,196.874057454376
0.02007897689705,-27.0437355068479,-6.55504883894085,2.54894209276381,191.373890106566
0.020080362456647,-24.0472424272344,-4.41163547485606,4.31588845884621,185.556427432941
0.020081748016245,-24.0472424272344,-4.41163547485606,4.31588845884621,185.556427432941
0.020083133575842,954.273016203494,1403.28630708928,1602.83837072959,2139.99262831879
0.02008451913544,589.402464882553,878.928035178325,1007.52474251805,1516.84877656979
0.020085904695037,355.448482111176,541.179350933447,623.775963606329,1082.5869232375
0.020087290254634,205.192572560904,323.063080680222,375.530663298055,777.995535802724
0.020088675814232,108.679841673367,181.62259298201,214.080410411244,562.392447074134
